fid,PA_rast,bat_reclas,mlotst_08,mlotst_07,mlotst_06,mlotst_05,mlotst_04,mlotst_03,chlor_0108,chlor_0107,chlor_0106,chlor_0105,chlor_0104,chlor_0103,sst_0108,sst_0107,sst_0106,sst_0105,sst_0104,sst_0103,Long,Lat
"394",0,-951,11.74963,10.68148,10.52889,12.66518,21.97333,51.57628,0.71739,0.36037,0.91235,1.32719,0.2143,0.17506,276.9184,274.93329,,275.45688,275.28641,275.25546,-25.208485,66.875065
"395",0,-900,11.90222,10.83407,10.52889,13.73333,21.82074,46.69332,0.45478,0.36581,0.84512,1.61197,0.20791,0.17811,277.2139,275.18979,,275.84561,275.67917,275.57278,-25.125155,66.875065
"396",0,-864,12.2074,11.13926,10.52889,15.56444,22.27851,43.33628,0.57392,0.37021,0.75543,1.72566,0.21146,0.19104,277.5582,275.46817,275.43903,276.30652,276.11572,275.84329,-25.041825,66.875065
"397",0,-792,12.97037,11.13926,10.52889,18.76888,29.90814,44.70962,0.56933,0.41028,0.70674,1.41661,0.22478,0.21373,277.95102,275.83698,276.01321,276.78842,276.60413,276.17792,-24.958495,66.875065
"398",0,-693,13.88592,11.13926,10.98666,20.29481,47.45628,47.60888,0.31895,0.43178,0.73194,1.07602,0.21524,0.21792,278.38342,276.2775,276.54633,277.27411,277.12723,276.59155,-24.875165,66.875065
"399",0,-563,14.49629,11.13926,11.59703,21.21037,65.30962,55.54369,0.31533,0.43572,1.03471,0.71408,0.20563,0.21149,278.80566,276.73303,276.99438,277.75064,277.56973,276.98334,-24.791835,66.875065
"400",0,-386,15.10666,11.29185,12.36,21.82074,81.33183,70.03999,0.31147,0.43703,1.11674,0.45749,0.19658,0.20543,279.18866,277.22095,277.29703,278.19159,277.96399,277.2868,-24.708505,66.875065
"401",0,-271,15.10666,11.59703,13.27555,23.49925,90.1822,87.89331,0.31766,0.46227,0.93107,0.43442,0.19194,0.21617,279.50079,277.57056,277.52795,278.5737,278.20837,277.49863,-24.625175,66.875065
"402",0,-215,15.10666,12.05481,13.73333,25.33036,101.01627,93.69183,0.36514,0.53439,0.75749,0.41947,0.19157,0.24049,279.71631,277.97314,277.41382,278.85193,278.27606,277.62506,-24.541845,66.875065
"403",0,-201,15.41185,12.51259,13.73333,26.85629,110.93478,100.71108,0.51261,0.56039,0.70324,0.40434,0.20106,0.27517,279.85977,278.37888,277.69101,279.02011,278.25653,277.69662,-24.458515,66.875065
"404",0,-225,15.86963,13.27555,13.42814,28.38222,120.39552,113.83405,0.58765,0.63478,0.82667,0.41679,0.18821,0.31096,279.96716,278.74512,278.12976,279.06839,278.18781,277.72116,-24.375185,66.875065
"405",0,-232,16.02222,14.64889,13.42814,31.43407,135.65479,136.87552,0.63832,0.78103,1.10332,0.42173,0.21266,0.31441,280.07544,279.09937,278.45544,279.07297,278.15244,277.60986,-24.291855,66.875065
"406",0,-223,15.86963,15.71703,14.19111,32.50221,152.28737,172.73477,0.68286,0.86351,1.07638,0.42058,0.20059,0.31981,280.20862,279.39148,278.68011,279.02399,278.04364,277.50009,-24.208525,66.875065
"407",0,-180,16.3274,17.24296,16.02222,40.28444,169.68292,184.78958,0.72472,1.18254,1.47537,0.70531,0.21892,0.1933,280.98514,279.60098,278.99066,278.1153,277.51285,277.12659,-23.458555,66.875065
"408",0,-122,11.90222,12.36,14.64889,32.95999,119.93775,142.97922,0.57418,0.64921,0.64532,1.16212,0.27224,0.29413,279.54248,280.43869,278.9462,278.06198,275.87338,276.13382,-21.291975,66.875065
"409",0,-254,11.90222,12.51259,14.80148,33.87555,143.13182,197.14958,1.1501,0.49734,0.67668,0.86141,0.21505,0.21545,279.26205,279.91891,278.48932,277.82413,275.7811,276.08481,-20.791995,66.875065
"410",0,-280,11.90222,12.66518,14.64889,31.28147,135.04442,202.64291,1.13469,0.4882,0.72167,0.91852,0.21589,0.23678,279.2825,279.96054,278.47327,277.72733,275.73468,276.03845,-20.708665,66.875065
"411",1,-293,12.05481,12.66518,14.19111,26.7037,148.16737,226.90514,1.13374,0.49791,0.77331,0.98446,0.20811,0.25429,279.32907,280.04712,278.47504,277.63364,275.69232,276.0033,-20.625335,66.875065
"412",0,-295,11.90222,12.51259,13.58074,26.09333,153.05034,231.48291,1.19213,0.45352,0.69292,0.92178,0.19877,0.22838,279.40518,280.16476,278.50455,277.55273,275.65393,275.98389,-20.542005,66.875065
"413",0,-295,11.59703,12.51259,13.27555,26.5511,154.27107,232.85623,1.11846,0.4405,0.6636,0.91651,0.21432,0.21256,279.50827,280.29504,278.56549,277.50317,275.61642,275.97736,-20.458675,66.875065
"414",0,-317,11.29185,12.36,13.12296,27.31407,153.96588,235.75549,1.0829,0.42627,0.67205,0.91732,0.21555,0.21824,279.63394,280.40015,278.65286,277.48666,275.58551,275.97891,-20.375345,66.875065
"415",0,-342,11.13926,12.05481,13.42814,27.31407,157.62811,244.91106,1.01985,0.44031,0.60853,0.92131,0.21691,0.22416,279.77063,280.4787,278.74692,277.50082,275.5578,275.98318,-20.292015,66.875065
"416",0,-369,10.98666,11.90222,13.88592,26.24592,162.35847,254.98216,1.56871,0.44281,0.5668,0.84323,0.20747,0.23411,279.90045,280.53189,278.83594,277.5372,275.53806,275.98431,-20.208685,66.875065
"417",0,-518,11.59703,12.66518,16.63259,22.12592,202.18513,269.47845,0.9224,0.44537,0.36092,1.18982,0.23203,0.23916,281.21524,281.49863,278.49399,277.06189,275.42828,275.89423,-18.958735,66.875065
"418",0,-186,12.36,11.44444,14.95407,24.87259,163.27403,195.77625,0.5084,0.41161,0.78199,1.66739,0.26272,0.26004,281.74893,281.8511,278.21121,276.51083,275.52664,275.75186,-16.625495,66.875065
"419",0,-491,14.49629,11.59703,16.02222,21.21037,118.8696,152.89774,0.66267,0.47365,0.73254,1.48343,0.27375,0.26406,280.79468,280.86389,277.12625,275.96475,274.87595,274.81912,-13.292295,66.875065
"420",1,-699,14.49629,11.44444,16.02222,20.59999,114.59701,143.5896,0.61423,0.45344,0.74174,1.90358,0.26961,0.25674,280.69357,280.83237,277.08203,275.92783,274.8067,274.75861,-13.208965,66.875065
"421",1,-1022,14.49629,11.44444,15.71703,19.98962,108.95108,131.99255,0.60652,0.45668,0.80052,1.67087,0.2715,0.25556,280.58191,280.80582,277.04294,275.86148,274.72598,274.71445,-13.125635,66.875065
"422",0,-1306,14.3437,11.29185,15.41185,18.92148,102.99998,120.70071,0.59859,0.44011,0.92112,1.55105,0.27104,0.25729,280.46948,280.7818,277.00943,275.7713,274.63751,274.6864,-13.042305,66.875065
"423",0,-1299,14.19111,11.29185,14.95407,18.31111,96.59109,110.01923,0.57194,0.41567,0.94194,1.39767,0.27584,0.25826,280.36288,280.73999,276.98456,275.66983,274.54395,274.67371,-12.958975,66.875065
"424",1,-1317,14.03852,11.13926,14.49629,17.85333,91.09776,99.64294,0.5632,0.40544,0.91965,1.17514,0.28293,0.26395,280.27414,280.6636,276.95087,275.55652,274.4632,274.67584,-12.875645,66.875065
"425",0,-1374,13.73333,10.98666,13.88592,17.24296,88.65627,89.57183,0.47692,0.41884,0.99368,0.62611,0.28786,0.25845,280.2113,280.55069,276.90561,275.46509,274.39169,274.68146,-12.792315,66.875065
"426",0,-1382,13.27555,10.83407,13.58074,17.09037,86.51998,83.9259,0.47125,0.42895,0.95026,0.68826,0.28723,0.25306,280.17758,280.40942,276.84924,275.39719,274.33502,274.6828,-12.708985,66.875065
"427",0,-1403,12.81777,10.68148,13.42814,17.24296,82.85776,81.9422,0.47195,0.42624,0.91624,0.66303,0.28497,0.25151,280.17752,280.26172,276.78891,275.38098,274.29858,274.66144,-12.625655,66.875065
"428",0,-1419,12.36,10.68148,13.42814,17.39555,78.43257,81.9422,0.49536,0.42687,0.92271,0.58062,0.2808,0.24908,280.19229,280.12955,276.75003,275.39316,274.26453,274.61102,-12.542325,66.875065
"429",0,-1436,11.90222,10.68148,13.58074,17.85333,72.93924,83.77332,0.62317,0.40534,0.88089,0.42919,0.27995,0.24278,280.21375,280.03342,276.73059,275.4274,274.23105,274.52911,-12.458995,66.875065
"430",0,-190,15.41185,15.56444,19.07407,43.48888,149.6933,171.81921,1.29441,1.17995,1.26661,0.81694,0.24276,0.32019,281.80215,280.57379,279.06628,278.07935,277.0574,276.75098,-23.458555,66.791735
"431",0,-78,11.90222,12.66518,15.10666,27.00888,86.0622,111.08738,0.66243,0.53921,0.73638,1.18975,0.24872,0.25975,279.55081,280.45242,279.00458,278.01523,275.83447,275.98959,-21.291975,66.791735
"432",0,-93,11.74963,12.2074,14.49629,25.94073,87.28294,108.49331,0.8959,0.55351,0.81759,1.24101,0.24241,0.25641,279.50418,280.35568,278.92316,278.04279,275.90622,276.0488,-21.208645,66.791735
"433",0,-107,11.59703,11.90222,14.03852,26.39851,97.65923,118.56441,0.92794,0.58301,0.89012,1.09565,0.22482,0.24321,279.47406,280.25659,278.83902,278.03134,275.93057,276.10825,-21.125315,66.791735
"434",0,-175,11.44444,11.74963,14.03852,28.38222,113.07108,138.85922,0.91068,0.56489,0.85525,1.03498,0.21576,0.23479,279.4491,280.16461,278.76944,277.99551,275.92041,276.15271,-21.041985,66.791735
"435",0,-208,11.44444,12.05481,14.3437,33.87555,132.29774,176.54959,0.88773,0.5264,0.78906,0.96959,0.21114,0.22057,279.43494,280.08719,278.71597,277.9339,275.87842,276.17944,-20.958655,66.791735
"436",0,-252,11.59703,12.36,14.49629,33.72295,134.28145,203.71106,0.84407,0.48224,0.76472,0.87858,0.20367,0.20337,279.43781,280.0434,278.68127,277.85068,275.80676,276.18011,-20.875325,66.791735
"437",0,-526,11.74963,13.12296,17.24296,21.82074,198.52292,267.49475,0.80027,0.40658,0.47315,1.54692,0.24608,0.25059,281.27112,281.36639,278.504,277.09918,275.40405,276.04578,-18.958735,66.791735
"438",0,-123,11.74963,10.83407,14.95407,20.29481,104.67849,129.2459,0.54611,0.43366,0.74162,2.05368,0.29394,0.28821,281.99496,281.98358,278.45914,276.68774,275.51108,275.78284,-16.792155,66.791735
"439",0,-163,11.90222,10.98666,15.25926,21.97333,127.56738,154.72885,0.66589,0.41594,0.7294,2.16496,0.28868,0.26321,281.91632,281.94974,278.40338,276.63837,275.49118,275.7124,-16.625495,66.791735
"440",1,-1114,14.49629,11.29185,15.10666,18.76888,107.73035,129.55109,0.50825,0.41437,1.05961,1.3427,0.27286,0.26899,280.54675,280.73376,277.009,275.82309,274.72803,274.86252,-12.875645,66.791735
"441",0,-1238,14.49629,11.29185,14.80148,18.15851,102.23701,117.95405,0.51977,0.41267,1.15724,1.19486,0.27327,0.25727,280.48822,280.65674,276.96902,275.72989,274.64914,274.87683,-12.792315,66.791735
"442",1,-1247,14.19111,11.13926,14.3437,17.70074,97.50665,105.59405,0.55095,0.42837,1.20286,0.85864,0.27473,0.25884,280.45062,280.55063,276.91748,275.64615,274.5809,274.87598,-12.708985,66.791735
"443",0,-1301,13.73333,10.98666,14.03852,17.54814,88.35109,95.67553,0.60198,0.41257,1.20546,0.65916,0.28323,0.26279,280.43423,280.42432,276.8645,275.58508,274.53122,274.86316,-12.625655,66.791735
"444",0,-134,14.80148,14.95407,16.63259,43.18369,116.12293,137.63849,2.00988,1.53626,1.23903,1.39753,0.25459,0.32768,282.08966,281.04337,279.11636,277.86407,276.45108,276.24988,-23.458555,66.708405
"445",0,-94,11.59703,12.81777,15.41185,23.80444,70.80295,93.84442,1.10946,0.51555,0.75619,1.35301,0.25011,0.21994,279.59808,280.55984,279.06647,277.93646,275.75577,275.7923,-21.458635,66.708405
"446",0,-93,11.59703,12.66518,15.25926,24.10962,71.7185,93.84442,0.72209,0.50224,0.69251,1.1325,0.25221,0.21578,279.50156,280.47778,279.01743,277.98749,275.8475,275.83209,-21.375305,66.708405
"447",0,-127,11.29185,11.90222,14.19111,25.17777,76.75405,99.33775,0.82935,0.54961,0.8123,1.20338,0.23036,0.24247,279.42706,280.33289,278.88913,278.04233,275.99963,275.9194,-21.208645,66.708405
"448",0,-404,12.2074,12.81777,17.09037,21.36296,193.63995,274.51401,0.81893,0.46639,0.45468,1.46482,0.23422,0.22013,281.27744,281.34845,278.62814,277.2002,275.40717,276.12106,-18.958735,66.708405
"449",0,-88,10.98666,10.68148,14.19111,18.31111,90.02961,112.7659,0.75132,0.48279,0.86497,2.379,0.34136,0.31668,282.21255,281.80664,278.64764,276.79874,275.43008,275.70724,-16.708825,66.708405
"450",1,-220,13.73333,11.29185,15.10666,20.4474,124.05775,181.43254,0.59333,0.53158,0.97039,0.88922,0.27856,0.28706,280.95737,280.75336,277.09943,276.07892,274.9902,275.2316,-13.125635,66.708405
"451",1,-204,13.73333,11.29185,14.95407,19.98962,119.02219,175.17625,0.63031,0.49986,0.94799,0.9053,0.27594,0.28176,280.87775,280.73709,277.06946,276.07144,274.94284,275.1637,-13.042305,66.708405
"452",0,-218,14.03852,11.29185,14.95407,19.68444,118.10664,166.78366,0.64767,0.46932,0.93045,0.70354,0.27633,0.28433,280.80365,280.71774,277.03693,276.04846,274.8847,275.10638,-12.958975,66.708405
"453",0,-74,14.80148,14.3437,15.86963,28.83999,75.99109,92.62368,2.13401,1.73047,1.15641,0.98863,0.26221,0.35072,282.27939,281.22495,279.13919,277.49277,275.9628,275.66763,-23.375225,66.625075
"454",0,-193,11.44444,12.05481,14.3437,27.92444,91.40294,127.87256,1.069,0.5335,0.73386,0.79416,0.21989,0.21198,279.38928,280.38385,278.88211,278.09201,275.99716,275.89505,-21.208645,66.625075
"455",0,-450,13.27555,12.81777,17.24296,20.4474,208.59402,281.99103,0.83307,0.46139,0.39559,1.7323,0.24058,0.22994,281.44659,281.40332,278.79227,277.31659,275.44604,276.21625,-18.958735,66.625075
"456",1,-203,14.3437,11.44444,15.41185,21.51555,141.91107,187.23106,0.55677,0.41969,1.02754,1.15879,0.28285,0.27812,281.19696,280.80106,277.17892,275.97098,275.01288,275.47195,-13.375625,66.625075
"457",1,-205,14.64889,11.59703,15.86963,21.66814,139.92737,187.84143,0.50991,0.41591,1.04688,1.17098,0.28265,0.27695,281.12836,280.78049,277.16376,275.99622,274.9993,275.47815,-13.292295,66.625075
"458",1,-228,14.80148,11.59703,15.86963,21.66814,130.92441,178.53329,0.48619,0.48059,1.01558,1.15754,0.28573,0.26895,281.05862,280.7652,277.14691,276.02548,274.9816,275.46973,-13.208965,66.625075
"459",0,-76,14.64889,13.73333,15.41185,25.78814,65.6148,79.50072,2.05176,1.45695,1.07549,0.81895,0.3063,0.32426,282.45807,281.32605,279.24405,277.3558,276.05634,275.58838,-23.375225,66.541745
"460",0,-281,11.74963,12.51259,15.10666,31.58666,124.9733,191.04588,0.77429,0.46975,0.53197,0.74923,0.20679,0.21246,279.47769,280.45932,278.96954,278.16428,275.93857,275.96497,-21.208645,66.541745
"461",0,-470,13.42814,13.12296,17.24296,20.14222,210.73032,281.99103,0.91066,0.45419,0.42955,1.89612,0.22198,0.20732,281.65555,281.46756,278.93149,277.31168,275.4971,276.33398,-18.958735,66.541745
"462",0,-207,10.83407,11.13926,13.58074,18.15851,148.93033,203.55847,0.69379,0.58571,0.37129,1.65698,0.32805,0.2966,282.33588,282.28912,278.80283,276.99115,275.62289,275.73508,-17.292135,66.541745
"463",0,-139,10.83407,10.98666,13.58074,18.4637,142.52144,190.13033,0.66662,0.54293,0.43446,1.35965,0.36096,0.30658,282.40482,282.25214,278.79877,277.0184,275.60144,275.68546,-17.208805,66.541745
"464",0,-205,13.27555,11.29185,14.64889,19.98962,125.12589,163.57922,0.6003,0.43474,0.92178,0.78372,0.27478,0.28817,281.33374,280.96915,277.29095,276.02914,275.01974,275.37076,-13.625615,66.541745
"465",1,-229,13.73333,11.29185,14.95407,20.14222,131.99255,175.78662,0.60198,0.44776,0.88352,0.97764,0.28446,0.30177,281.28534,280.91907,277.25549,275.9938,275.00598,275.39145,-13.542285,66.541745
"466",1,-228,14.3437,11.44444,15.25926,20.14222,127.41478,170.1407,0.59281,0.46647,0.85356,1.02729,0.28428,0.28993,281.23077,280.88501,277.23227,275.97388,274.99274,275.41376,-13.458955,66.541745
"467",1,-266,15.10666,11.59703,15.86963,20.4474,131.83997,183.41624,0.57779,0.46788,0.9483,1.00813,0.2799,0.28015,281.17371,280.87143,277.23596,275.9653,274.98291,275.44254,-13.375625,66.541745
"468",0,-675,11.90222,10.52889,10.52889,14.19111,37.53777,59.20591,0.41904,0.48011,0.68092,0.57076,0.17805,0.18856,277.03561,277.39569,277.39612,278.88754,277.96552,277.92258,-26.041785,66.458415
"469",0,-58,12.81777,14.49629,16.17481,24.87259,59.66369,75.07554,1.00033,1.14616,0.42719,0.44226,0.23469,0.19747,281.66763,281.10458,278.61755,276.68036,274.69873,275.33151,-22.041945,66.458415
"470",0,-92,12.2074,13.58074,15.71703,23.34666,54.62814,68.36147,0.94108,1.10945,0.46264,0.47466,0.22242,0.20844,281.61032,281.06226,278.63037,276.74884,274.80139,275.38269,-21.958615,66.458415
"471",0,-70,11.90222,13.12296,15.86963,22.88888,60.57924,77.51702,1.00187,0.98743,0.49666,0.71938,0.2161,0.24361,281.5455,281.02023,278.65793,276.8429,274.92773,275.46725,-21.875285,66.458415
"472",0,-86,11.59703,12.81777,15.86963,23.19407,69.12443,93.23405,1.10353,0.91812,0.49363,1.04483,0.20213,0.23963,281.44662,280.97095,278.70441,276.97122,275.07141,275.5712,-21.791955,66.458415
"473",0,-76,11.44444,12.66518,15.56444,22.88888,71.26072,98.72739,1.13857,0.85964,0.50574,1.12502,0.2081,0.21375,281.27454,280.92645,278.76538,277.12781,275.22391,275.67819,-21.708625,66.458415
"474",0,-239,12.05481,13.88592,15.71703,33.41777,143.28441,212.40883,0.7267,0.48361,0.50798,1.04131,0.2073,0.22531,279.72778,280.51672,279.07706,278.12183,275.85745,276.00815,-21.208645,66.458415
"475",0,-389,13.58074,13.12296,17.39555,20.90518,213.78217,296.9451,1.04074,0.50312,0.51896,1.20517,0.22004,0.23802,281.85059,281.58264,279.01227,277.15283,275.54846,276.37955,-18.958735,66.458415
"476",0,-228,10.68148,10.98666,13.42814,15.86963,142.97922,222.78513,0.76164,0.54276,0.33381,1.94883,0.37122,0.30647,282.23849,282.27438,278.94492,277.08902,275.7178,275.68719,-17.458795,66.458415
"477",0,-209,10.68148,10.83407,13.27555,16.48,132.60294,201.72736,0.71717,0.59692,0.40617,1.72333,0.37066,0.32085,282.2677,282.30371,278.93997,277.14575,275.69254,275.62622,-17.375465,66.458415
"478",0,-152,12.2074,10.83407,13.88592,18.76888,94.60738,127.41478,0.45713,0.439,1.57995,0.62741,0.26537,0.30548,281.46332,281.11026,277.3847,276.18674,274.98837,275.32291,-13.875605,66.458415
"479",1,-185,12.66518,11.13926,14.19111,18.61629,100.4059,134.43404,0.51893,0.43795,1.20344,0.69372,0.26812,0.28818,281.44257,281.08167,277.34488,276.14191,274.97342,275.31598,-13.792275,66.458415
"480",0,-208,13.27555,11.44444,14.64889,18.92148,123.90515,167.85181,0.66995,0.43542,1.12082,0.83293,0.2741,0.28184,281.41995,281.04965,277.30939,276.09842,274.96381,275.31543,-13.708945,66.458415
"481",0,-239,14.03852,11.44444,15.25926,19.68444,134.89182,186.31551,0.68687,0.49465,0.92355,0.90099,0.27592,0.29766,281.38901,281.01807,277.28717,276.06506,274.95911,275.32129,-13.625615,66.458415
"482",0,-609,15.41185,13.73333,13.88592,21.21037,70.65035,82.0948,0.63685,0.62606,0.70997,0.3984,0.24563,0.18585,277.95288,278.491,278.23862,279.22818,278.40707,278.20554,-26.041785,66.375085
"483",0,-54,11.59703,12.81777,14.3437,21.97333,67.14072,93.23405,1.14993,0.99244,0.42847,0.59109,0.26927,0.26278,281.34479,280.92886,278.64465,276.75055,274.95419,275.64966,-21.625295,66.375085
"484",0,-58,11.29185,12.66518,14.3437,20.59999,66.37776,96.74368,1.20327,0.9459,0.44315,0.81355,0.27721,0.23741,281.07513,280.88004,278.72797,277.00668,275.15903,275.7193,-21.541965,66.375085
"485",0,-199,11.90222,14.19111,16.02222,28.83999,129.70367,186.46811,0.99553,0.48646,0.48685,1.38336,0.21448,0.22683,280.10532,280.66565,279.1333,277.97369,275.7106,275.99213,-21.208645,66.375085
"486",0,-119,10.83407,10.68148,12.81777,14.49629,78.89035,121.92145,0.86312,0.64926,0.33254,2.19935,1.19596,0.30801,282.23993,282.12347,278.71588,277.04477,275.67606,275.99835,-18.375425,66.375085
"487",0,-70,11.13926,10.98666,13.58074,17.39555,47.1511,58.90073,1.00012,0.80884,0.3007,0.88851,0.67635,0.24776,282.19797,281.95737,278.53873,276.96783,275.68625,275.73682,-17.875445,66.375085
"488",0,-115,10.98666,10.98666,13.27555,16.3274,67.5985,92.77628,0.87346,0.58819,0.29467,1.23533,0.45122,0.26564,282.24646,282.00189,278.64639,276.97894,275.69601,275.71646,-17.792115,66.375085
"489",0,-243,10.83407,10.83407,13.88592,16.17481,154.57626,248.57327,0.81368,0.53748,0.31638,1.51657,0.43429,0.26562,282.30023,282.06607,278.77133,277.00339,275.70679,275.6806,-17.708785,66.375085
"490",0,-274,10.83407,10.83407,13.58074,15.41185,174.87106,288.09476,0.81605,0.50491,0.35008,1.60423,0.40811,0.27039,282.35315,282.15253,278.88126,277.04745,275.7128,275.63641,-17.625455,66.375085
"491",0,-252,10.68148,10.83407,13.27555,15.10666,161.9007,267.03696,0.77759,0.53281,0.37795,1.27113,0.39345,0.28183,282.39038,282.22028,278.96344,277.10541,275.71027,275.5889,-17.542125,66.375085
"492",0,-149,12.36,10.83407,13.88592,17.70074,92.47108,128.33034,0.50487,0.42468,1.06003,0.62984,0.25186,0.30806,281.53647,281.1073,277.35205,276.24081,274.9628,275.26038,-13.958935,66.375085
"493",0,-528,16.63259,14.95407,18.31111,33.72295,128.02515,161.74811,0.79477,0.79154,0.65145,0.27365,0.17689,0.17348,279.43323,279.44492,278.42905,279.43188,278.59442,278.38547,-26.041785,66.291755
"494",0,-64,11.44444,12.51259,13.73333,19.37926,59.5111,86.82516,1.34606,0.98729,0.40396,0.56376,0.23333,0.21499,281.17746,280.93619,278.6738,277.04367,275.13266,275.56497,-21.458635,66.291755
"495",0,-163,11.59703,13.27555,15.25926,25.33036,94.3022,132.90811,1.11302,0.49761,0.4427,1.36088,0.21564,0.22075,280.57602,280.83386,279.14413,277.84958,275.58194,275.92694,-21.208645,66.291755
"496",0,-176,10.83407,10.68148,12.36,13.58074,98.11701,158.23848,1.14517,0.69495,0.35262,1.67088,0.96452,0.25276,282.32877,282.15378,278.73093,277.24374,275.67593,275.97406,-18.375425,66.291755
"497",0,-76,10.68148,10.52889,12.66518,15.71703,51.72887,70.34517,0.90007,0.6546,0.29514,1.92513,1.48639,0.28697,282.32004,282.23541,278.55731,277.3252,275.7037,275.6994,-18.125435,66.291755
"498",0,-62,10.98666,10.68148,13.58074,17.54814,46.99851,61.95258,0.9989,0.59898,0.28202,1.36408,1.45486,0.27254,282.30573,282.21881,278.51801,277.28998,275.69797,275.64465,-18.042105,66.291755
"499",0,-61,11.13926,10.83407,14.19111,18.00592,47.45628,61.4948,0.90486,0.61361,0.39453,1.53595,1.39635,0.27697,282.31836,282.20465,278.53128,277.23877,275.68686,275.60907,-17.958775,66.291755
"500",0,-460,11.59703,10.52889,10.52889,12.81777,41.81036,58.44295,0.43607,0.40414,0.80813,0.29302,0.18614,,278.53418,277.0455,279.21335,278.10052,,276.30173,-27.958375,66.208425
"501",0,-469,11.29185,10.52889,10.52889,12.81777,41.96295,60.12147,0.42544,0.39832,0.79483,0.28787,0.1833,,278.6813,277.09283,279.14444,278.05121,,276.58679,-27.875045,66.208425
"502",0,-396,17.54814,16.93777,19.83703,56.91702,189.51996,229.95699,0.69115,0.91875,0.65447,0.25411,0.21423,0.17108,280.87735,280.50525,278.93808,279.36075,278.491,278.53778,-26.041785,66.208425
"503",0,-140,13.27555,12.51259,15.25926,32.50221,90.1822,111.08738,1.52103,1.22812,1.55543,0.36589,0.28164,0.27264,282.67639,281.90225,279.28622,278.84879,278.20212,277.98929,-25.291815,66.208425
"504",0,-135,13.27555,12.36,15.10666,32.34962,91.25035,113.07108,1.52742,1.28802,1.63626,0.37322,0.29981,0.26921,282.62363,281.85526,279.23932,278.73077,278.0675,277.7601,-25.208485,66.208425
"505",0,-92,13.12296,11.74963,14.3437,25.63555,72.63406,99.18516,1.371,1.6052,1.85322,0.54112,0.29705,0.23289,282.83752,281.78992,279.23071,278.07245,277.19574,276.47525,-24.875165,66.208425
"506",0,-86,12.97037,11.74963,14.19111,24.71999,72.02369,98.57479,1.34469,1.62995,1.9156,0.60615,0.32491,0.23289,282.9451,281.85123,279.2818,277.94458,276.93121,276.23935,-24.791835,66.208425
"507",0,-86,12.81777,11.74963,14.19111,24.41481,74.31258,96.74368,1.40373,1.58166,1.69708,0.77851,0.34172,0.26515,283.04169,281.91821,279.34003,277.84238,276.69302,276.08353,-24.708505,66.208425
"508",0,-84,12.66518,11.74963,13.88592,23.80444,71.56591,89.72442,1.41266,1.63608,1.83207,0.97583,0.36154,0.27722,283.11517,281.96582,279.41238,277.76874,276.50525,276.01059,-24.625175,66.208425
"509",0,-69,11.59703,12.36,13.88592,19.53185,57.52739,82.55257,1.675,0.82548,0.36913,0.65476,0.23438,0.20755,281.37762,280.94003,278.73566,277.28369,275.24854,275.54819,-21.375305,66.208425
"510",0,-95,11.44444,12.2074,14.19111,21.21037,66.53036,102.5422,1.69557,0.59528,0.33489,1.22536,0.22582,0.20308,281.1788,280.87271,278.89246,277.58743,275.42099,275.73083,-21.291975,66.208425
"511",0,-134,11.59703,12.36,14.64889,23.80444,76.90665,122.07404,1.54422,0.48383,0.33917,1.28319,0.21528,0.23394,281.02878,280.86475,279.05481,277.81473,275.55164,275.91364,-21.208645,66.208425
"512",0,-197,10.68148,10.68148,12.81777,14.03852,145.5733,264.29031,0.96776,0.75992,0.35892,0.83554,0.57186,0.24021,282.36713,282.12082,278.86951,277.23438,275.78287,275.93835,-18.458755,66.208425
"513",0,-223,13.12296,11.13926,14.03852,17.24296,162.66367,219.4281,0.54521,0.45294,1.15044,0.36235,0.23074,,281.52533,280.99524,277.39523,276.242,275.04886,275.29523,-13.875605,66.208425
"514",1,-206,13.12296,10.98666,13.42814,16.93777,154.72885,204.77921,0.53632,0.42152,1.10372,0.3442,0.24065,0.21443,281.47842,280.95132,277.41852,276.21082,275.05679,275.32678,-13.792275,66.208425
"515",0,-481,11.13926,10.52889,10.52889,14.03852,37.07999,55.3911,0.37308,0.46674,0.80648,0.33979,0.20235,0.16641,279.42621,277.95718,278.88806,278.21027,278.58353,277.81702,-27.791715,66.125095
"516",0,-485,11.29185,10.52889,10.52889,14.03852,36.46962,54.93332,0.37337,0.43538,0.78224,0.33898,0.19554,0.18588,279.47101,277.95465,278.96454,278.30109,278.54993,278.02359,-27.708385,66.125095
"517",0,-490,11.44444,10.52889,10.52889,14.03852,36.46962,52.94962,0.36602,0.42772,0.77509,0.37237,0.21483,0.21189,279.52859,277.974,277.90015,278.38361,278.4415,278.15106,-27.625055,66.125095
"518",0,-277,13.58074,15.25926,16.78518,62.25776,183.26366,231.48291,0.91828,1.0215,0.78682,0.2538,0.20069,0.17823,282.06268,281.47525,279.62793,279.23904,278.49979,278.62704,-26.041785,66.125095
"519",0,-143,13.42814,12.51259,14.95407,29.75555,87.89331,122.37923,1.16455,1.18109,1.41363,0.37727,0.26086,0.29941,282.8815,281.95175,279.55054,278.85831,278.13974,277.79623,-25.375145,66.125095
"520",0,-112,13.27555,12.2074,14.64889,28.99259,84.38368,117.49627,1.27676,1.34036,1.51865,0.40085,0.24291,0.27221,282.81949,281.92371,279.47552,278.75671,277.99615,277.60394,-25.291815,66.125095
